Municipios;Distritos;Secciones;Indicadores_gini_p8020;Periodo;Total
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505010 Alcala de Henares seccion 05010;Indice de Gini;2018;27,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505010 Alcala de Henares seccion 05010;Indice de Gini;2017;29,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505010 Alcala de Henares seccion 05010;Indice de Gini;2016;32,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505010 Alcala de Henares seccion 05010;Indice de Gini;2015;32,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505010 Alcala de Henares seccion 05010;Distribucion de la renta P80/P20;2023;2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505010 Alcala de Henares seccion 05010;Distribucion de la renta P80/P20;2022;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505010 Alcala de Henares seccion 05010;Distribucion de la renta P80/P20;2021;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505010 Alcala de Henares seccion 05010;Distribucion de la renta P80/P20;2020;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505010 Alcala de Henares seccion 05010;Distribucion de la renta P80/P20;2019;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505010 Alcala de Henares seccion 05010;Distribucion de la renta P80/P20;2018;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505010 Alcala de Henares seccion 05010;Distribucion de la renta P80/P20;2017;2,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505010 Alcala de Henares seccion 05010;Distribucion de la renta P80/P20;2016;2,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505010 Alcala de Henares seccion 05010;Distribucion de la renta P80/P20;2015;2,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505011 Alcala de Henares seccion 05011;Indice de Gini;2023;26,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505011 Alcala de Henares seccion 05011;Indice de Gini;2022;27,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505011 Alcala de Henares seccion 05011;Indice de Gini;2021;25,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505011 Alcala de Henares seccion 05011;Indice de Gini;2020;26,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505011 Alcala de Henares seccion 05011;Indice de Gini;2019;27
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505011 Alcala de Henares seccion 05011;Indice de Gini;2018;29,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505011 Alcala de Henares seccion 05011;Indice de Gini;2017;28,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505011 Alcala de Henares seccion 05011;Indice de Gini;2016;30
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505011 Alcala de Henares seccion 05011;Indice de Gini;2015;30,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505011 Alcala de Henares seccion 05011;Distribucion de la renta P80/P20;2023;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505011 Alcala de Henares seccion 05011;Distribucion de la renta P80/P20;2022;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505011 Alcala de Henares seccion 05011;Distribucion de la renta P80/P20;2021;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505011 Alcala de Henares seccion 05011;Distribucion de la renta P80/P20;2020;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505011 Alcala de Henares seccion 05011;Distribucion de la renta P80/P20;2019;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505011 Alcala de Henares seccion 05011;Distribucion de la renta P80/P20;2018;2,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505011 Alcala de Henares seccion 05011;Distribucion de la renta P80/P20;2017;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505011 Alcala de Henares seccion 05011;Distribucion de la renta P80/P20;2016;2,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505011 Alcala de Henares seccion 05011;Distribucion de la renta P80/P20;2015;2,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505012 Alcala de Henares seccion 05012;Indice de Gini;2023;26,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505012 Alcala de Henares seccion 05012;Indice de Gini;2022;27,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505012 Alcala de Henares seccion 05012;Indice de Gini;2021;27,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505012 Alcala de Henares seccion 05012;Indice de Gini;2020;28,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505012 Alcala de Henares seccion 05012;Indice de Gini;2019;27,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505012 Alcala de Henares seccion 05012;Indice de Gini;2018;28,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505012 Alcala de Henares seccion 05012;Indice de Gini;2017;29,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505012 Alcala de Henares seccion 05012;Indice de Gini;2016;31,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505012 Alcala de Henares seccion 05012;Indice de Gini;2015;31,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505012 Alcala de Henares seccion 05012;Distribucion de la renta P80/P20;2023;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505012 Alcala de Henares seccion 05012;Distribucion de la renta P80/P20;2022;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505012 Alcala de Henares seccion 05012;Distribucion de la renta P80/P20;2021;2,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505012 Alcala de Henares seccion 05012;Distribucion de la renta P80/P20;2020;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505012 Alcala de Henares seccion 05012;Distribucion de la renta P80/P20;2019;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505012 Alcala de Henares seccion 05012;Distribucion de la renta P80/P20;2018;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505012 Alcala de Henares seccion 05012;Distribucion de la renta P80/P20;2017;2,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505012 Alcala de Henares seccion 05012;Distribucion de la renta P80/P20;2016;2,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505012 Alcala de Henares seccion 05012;Distribucion de la renta P80/P20;2015;2,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505013 Alcala de Henares seccion 05013;Indice de Gini;2023;25,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505013 Alcala de Henares seccion 05013;Indice de Gini;2022;25,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505013 Alcala de Henares seccion 05013;Indice de Gini;2021;25,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505013 Alcala de Henares seccion 05013;Indice de Gini;2020;26,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505013 Alcala de Henares seccion 05013;Indice de Gini;2019;27,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505013 Alcala de Henares seccion 05013;Indice de Gini;2018;28,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505013 Alcala de Henares seccion 05013;Indice de Gini;2017;29,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505013 Alcala de Henares seccion 05013;Indice de Gini;2016;29
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505013 Alcala de Henares seccion 05013;Indice de Gini;2015;29,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505013 Alcala de Henares seccion 05013;Distribucion de la renta P80/P20;2023;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505013 Alcala de Henares seccion 05013;Distribucion de la renta P80/P20;2022;2,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505013 Alcala de Henares seccion 05013;Distribucion de la renta P80/P20;2021;2,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505013 Alcala de Henares seccion 05013;Distribucion de la renta P80/P20;2020;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505013 Alcala de Henares seccion 05013;Distribucion de la renta P80/P20;2019;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505013 Alcala de Henares seccion 05013;Distribucion de la renta P80/P20;2018;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505013 Alcala de Henares seccion 05013;Distribucion de la renta P80/P20;2017;2,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505013 Alcala de Henares seccion 05013;Distribucion de la renta P80/P20;2016;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505013 Alcala de Henares seccion 05013;Distribucion de la renta P80/P20;2015;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505014 Alcala de Henares seccion 05014;Indice de Gini;2023;26,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505014 Alcala de Henares seccion 05014;Indice de Gini;2022;27,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505014 Alcala de Henares seccion 05014;Indice de Gini;2021;27
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505014 Alcala de Henares seccion 05014;Indice de Gini;2020;26,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505014 Alcala de Henares seccion 05014;Indice de Gini;2019;25,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505014 Alcala de Henares seccion 05014;Indice de Gini;2018;27,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505014 Alcala de Henares seccion 05014;Indice de Gini;2017;27,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505014 Alcala de Henares seccion 05014;Indice de Gini;2016;29,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505014 Alcala de Henares seccion 05014;Indice de Gini;2015;28,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505014 Alcala de Henares seccion 05014;Distribucion de la renta P80/P20;2023;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505014 Alcala de Henares seccion 05014;Distribucion de la renta P80/P20;2022;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505014 Alcala de Henares seccion 05014;Distribucion de la renta P80/P20;2021;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505014 Alcala de Henares seccion 05014;Distribucion de la renta P80/P20;2020;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505014 Alcala de Henares seccion 05014;Distribucion de la renta P80/P20;2019;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505014 Alcala de Henares seccion 05014;Distribucion de la renta P80/P20;2018;2,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505014 Alcala de Henares seccion 05014;Distribucion de la renta P80/P20;2017;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505014 Alcala de Henares seccion 05014;Distribucion de la renta P80/P20;2016;2,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505014 Alcala de Henares seccion 05014;Distribucion de la renta P80/P20;2015;2,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505015 Alcala de Henares seccion 05015;Indice de Gini;2023;25,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505015 Alcala de Henares seccion 05015;Indice de Gini;2022;26,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505015 Alcala de Henares seccion 05015;Indice de Gini;2021;26,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505015 Alcala de Henares seccion 05015;Indice de Gini;2020;27
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505015 Alcala de Henares seccion 05015;Indice de Gini;2019;28,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505015 Alcala de Henares seccion 05015;Indice de Gini;2018;27,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505015 Alcala de Henares seccion 05015;Indice de Gini;2017;28
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505015 Alcala de Henares seccion 05015;Indice de Gini;2016;29,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505015 Alcala de Henares seccion 05015;Indice de Gini;2015;29,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505015 Alcala de Henares seccion 05015;Distribucion de la renta P80/P20;2023;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505015 Alcala de Henares seccion 05015;Distribucion de la renta P80/P20;2022;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505015 Alcala de Henares seccion 05015;Distribucion de la renta P80/P20;2021;2,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505015 Alcala de Henares seccion 05015;Distribucion de la renta P80/P20;2020;2,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505015 Alcala de Henares seccion 05015;Distribucion de la renta P80/P20;2019;2,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505015 Alcala de Henares seccion 05015;Distribucion de la renta P80/P20;2018;2,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505015 Alcala de Henares seccion 05015;Distribucion de la renta P80/P20;2017;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505015 Alcala de Henares seccion 05015;Distribucion de la renta P80/P20;2016;2,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505015 Alcala de Henares seccion 05015;Distribucion de la renta P80/P20;2015;2,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505016 Alcala de Henares seccion 05016;Indice de Gini;2023;28,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505016 Alcala de Henares seccion 05016;Indice de Gini;2022;29,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505016 Alcala de Henares seccion 05016;Indice de Gini;2021;27,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505016 Alcala de Henares seccion 05016;Indice de Gini;2020;26,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505016 Alcala de Henares seccion 05016;Indice de Gini;2019;27
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505016 Alcala de Henares seccion 05016;Indice de Gini;2018;28,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505016 Alcala de Henares seccion 05016;Indice de Gini;2017;28,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505016 Alcala de Henares seccion 05016;Indice de Gini;2016;31,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505016 Alcala de Henares seccion 05016;Indice de Gini;2015;30,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505016 Alcala de Henares seccion 05016;Distribucion de la renta P80/P20;2023;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505016 Alcala de Henares seccion 05016;Distribucion de la renta P80/P20;2022;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505016 Alcala de Henares seccion 05016;Distribucion de la renta P80/P20;2021;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505016 Alcala de Henares seccion 05016;Distribucion de la renta P80/P20;2020;2,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505016 Alcala de Henares seccion 05016;Distribucion de la renta P80/P20;2019;2,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505016 Alcala de Henares seccion 05016;Distribucion de la renta P80/P20;2018;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505016 Alcala de Henares seccion 05016;Distribucion de la renta P80/P20;2017;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505016 Alcala de Henares seccion 05016;Distribucion de la renta P80/P20;2016;2,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505016 Alcala de Henares seccion 05016;Distribucion de la renta P80/P20;2015;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505017 Alcala de Henares seccion 05017;Indice de Gini;2023;29
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505017 Alcala de Henares seccion 05017;Indice de Gini;2022;29,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505017 Alcala de Henares seccion 05017;Indice de Gini;2021;29,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505017 Alcala de Henares seccion 05017;Indice de Gini;2020;30,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505017 Alcala de Henares seccion 05017;Indice de Gini;2019;29,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505017 Alcala de Henares seccion 05017;Indice de Gini;2018;29,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505017 Alcala de Henares seccion 05017;Indice de Gini;2017;30,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505017 Alcala de Henares seccion 05017;Indice de Gini;2016;33,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505017 Alcala de Henares seccion 05017;Indice de Gini;2015;32,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505017 Alcala de Henares seccion 05017;Distribucion de la renta P80/P20;2023;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505017 Alcala de Henares seccion 05017;Distribucion de la renta P80/P20;2022;2,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505017 Alcala de Henares seccion 05017;Distribucion de la renta P80/P20;2021;2,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505017 Alcala de Henares seccion 05017;Distribucion de la renta P80/P20;2020;2,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505017 Alcala de Henares seccion 05017;Distribucion de la renta P80/P20;2019;2,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505017 Alcala de Henares seccion 05017;Distribucion de la renta P80/P20;2018;2,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505017 Alcala de Henares seccion 05017;Distribucion de la renta P80/P20;2017;2,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505017 Alcala de Henares seccion 05017;Distribucion de la renta P80/P20;2016;3,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505017 Alcala de Henares seccion 05017;Distribucion de la renta P80/P20;2015;3,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505018 Alcala de Henares seccion 05018;Indice de Gini;2023;24,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505018 Alcala de Henares seccion 05018;Indice de Gini;2022;24,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505018 Alcala de Henares seccion 05018;Indice de Gini;2021;24,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505018 Alcala de Henares seccion 05018;Indice de Gini;2020;24
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505018 Alcala de Henares seccion 05018;Indice de Gini;2019;24,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505018 Alcala de Henares seccion 05018;Indice de Gini;2018;26
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505018 Alcala de Henares seccion 05018;Indice de Gini;2017;27
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505018 Alcala de Henares seccion 05018;Indice de Gini;2016;28,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505018 Alcala de Henares seccion 05018;Indice de Gini;2015;28,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505018 Alcala de Henares seccion 05018;Distribucion de la renta P80/P20;2023;2,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505018 Alcala de Henares seccion 05018;Distribucion de la renta P80/P20;2022;2,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505018 Alcala de Henares seccion 05018;Distribucion de la renta P80/P20;2021;2,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505018 Alcala de Henares seccion 05018;Distribucion de la renta P80/P20;2020;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505018 Alcala de Henares seccion 05018;Distribucion de la renta P80/P20;2019;2,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505018 Alcala de Henares seccion 05018;Distribucion de la renta P80/P20;2018;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505018 Alcala de Henares seccion 05018;Distribucion de la renta P80/P20;2017;2,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505018 Alcala de Henares seccion 05018;Distribucion de la renta P80/P20;2016;2,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505018 Alcala de Henares seccion 05018;Distribucion de la renta P80/P20;2015;2,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505019 Alcala de Henares seccion 05019;Indice de Gini;2023;""
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505019 Alcala de Henares seccion 05019;Indice de Gini;2022;""
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505019 Alcala de Henares seccion 05019;Indice de Gini;2021;""
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505019 Alcala de Henares seccion 05019;Indice de Gini;2020;25
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505019 Alcala de Henares seccion 05019;Indice de Gini;2019;24,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505019 Alcala de Henares seccion 05019;Indice de Gini;2018;25,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505019 Alcala de Henares seccion 05019;Indice de Gini;2017;27,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505019 Alcala de Henares seccion 05019;Indice de Gini;2016;30
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505019 Alcala de Henares seccion 05019;Indice de Gini;2015;28,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505019 Alcala de Henares seccion 05019;Distribucion de la renta P80/P20;2023;""
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505019 Alcala de Henares seccion 05019;Distribucion de la renta P80/P20;2022;""
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505019 Alcala de Henares seccion 05019;Distribucion de la renta P80/P20;2021;""
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505019 Alcala de Henares seccion 05019;Distribucion de la renta P80/P20;2020;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505019 Alcala de Henares seccion 05019;Distribucion de la renta P80/P20;2019;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505019 Alcala de Henares seccion 05019;Distribucion de la renta P80/P20;2018;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505019 Alcala de Henares seccion 05019;Distribucion de la renta P80/P20;2017;2,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505019 Alcala de Henares seccion 05019;Distribucion de la renta P80/P20;2016;3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505019 Alcala de Henares seccion 05019;Distribucion de la renta P80/P20;2015;2,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505020 Alcala de Henares seccion 05020;Indice de Gini;2023;27,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505020 Alcala de Henares seccion 05020;Indice de Gini;2022;27,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505020 Alcala de Henares seccion 05020;Indice de Gini;2021;28,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505020 Alcala de Henares seccion 05020;Indice de Gini;2020;27,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505020 Alcala de Henares seccion 05020;Indice de Gini;2019;26,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505020 Alcala de Henares seccion 05020;Indice de Gini;2018;27,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505020 Alcala de Henares seccion 05020;Indice de Gini;2017;29,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505020 Alcala de Henares seccion 05020;Indice de Gini;2016;32,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505020 Alcala de Henares seccion 05020;Indice de Gini;2015;31,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505020 Alcala de Henares seccion 05020;Distribucion de la renta P80/P20;2023;2,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505020 Alcala de Henares seccion 05020;Distribucion de la renta P80/P20;2022;2,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505020 Alcala de Henares seccion 05020;Distribucion de la renta P80/P20;2021;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505020 Alcala de Henares seccion 05020;Distribucion de la renta P80/P20;2020;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505020 Alcala de Henares seccion 05020;Distribucion de la renta P80/P20;2019;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505020 Alcala de Henares seccion 05020;Distribucion de la renta P80/P20;2018;2,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505020 Alcala de Henares seccion 05020;Distribucion de la renta P80/P20;2017;2,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505020 Alcala de Henares seccion 05020;Distribucion de la renta P80/P20;2016;3,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505020 Alcala de Henares seccion 05020;Distribucion de la renta P80/P20;2015;2,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505021 Alcala de Henares seccion 05021;Indice de Gini;2023;24,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505021 Alcala de Henares seccion 05021;Indice de Gini;2022;24,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505021 Alcala de Henares seccion 05021;Indice de Gini;2021;25,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505021 Alcala de Henares seccion 05021;Indice de Gini;2020;26,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505021 Alcala de Henares seccion 05021;Indice de Gini;2019;26,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505021 Alcala de Henares seccion 05021;Indice de Gini;2018;25,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505021 Alcala de Henares seccion 05021;Indice de Gini;2017;26,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505021 Alcala de Henares seccion 05021;Indice de Gini;2016;30,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505021 Alcala de Henares seccion 05021;Indice de Gini;2015;29,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505021 Alcala de Henares seccion 05021;Distribucion de la renta P80/P20;2023;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505021 Alcala de Henares seccion 05021;Distribucion de la renta P80/P20;2022;2,2
